,query1_precision,query1_recall,query2_precision,query2_recall,query3_precision,query3_recall,query4_precision,query4_recall,query5_precision,query5_recall,query6_precision,query6_recall,query7_precision,query7_recall,query8_precision,query8_recall,Avg_precision_across_queries,Average_recall_across_queries
16,1.0,0.7391304347826086,0.6470588235294118,0.5238095238095238,0.35294117647058826,0.4,0.11764705882352941,0.25,0.11764705882352941,0.5,0.17647058823529413,0.2727272727272727,0.058823529411764705,0.16666666666666666,0.11764705882352941,0.16666666666666666,0.32352941176470584,0.37737507058159225
17,1.0,0.782608695652174,0.6111111111111112,0.5238095238095238,0.3333333333333333,0.4,0.1111111111111111,0.25,0.1111111111111111,0.5,0.16666666666666666,0.2727272727272727,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.31249999999999994,0.38280985319028793
18,0.9473684210526315,0.782608695652174,0.5789473684210527,0.5238095238095238,0.3157894736842105,0.4,0.10526315789473684,0.25,0.10526315789473684,0.5,0.15789473684210525,0.2727272727272727,0.05263157894736842,0.16666666666666666,0.15789473684210525,0.25,0.3026315789473684,0.3932265198569546
19,0.95,0.8260869565217391,0.6,0.5714285714285714,0.3,0.4,0.1,0.25,0.1,0.5,0.2,0.36363636363636365,0.05,0.16666666666666666,0.15,0.25,0.30624999999999997,0.4159773197816676
20,0.9523809523809523,0.8695652173913043,0.6190476190476191,0.6190476190476191,0.2857142857142857,0.4,0.09523809523809523,0.25,0.09523809523809523,0.5,0.19047619047619047,0.36363636363636365,0.047619047619047616,0.16666666666666666,0.14285714285714285,0.25,0.30357142857142855,0.4273644833427442
21,0.9090909090909091,0.8695652173913043,0.5909090909090909,0.6190476190476191,0.2727272727272727,0.4,0.09090909090909091,0.25,0.09090909090909091,0.5,0.22727272727272727,0.45454545454545453,0.045454545454545456,0.16666666666666666,0.13636363636363635,0.25,0.2954545454545454,0.43872811970638054
22,0.8695652173913043,0.8695652173913043,0.5652173913043478,0.6190476190476191,0.2608695652173913,0.4,0.08695652173913043,0.25,0.08695652173913043,0.5,0.21739130434782608,0.45454545454545453,0.043478260869565216,0.16666666666666666,0.13043478260869565,0.25,0.28260869565217395,0.43872811970638054
23,0.875,0.9130434782608695,0.5416666666666666,0.6190476190476191,0.2916666666666667,0.4666666666666667,0.08333333333333333,0.25,0.08333333333333333,0.5,0.20833333333333334,0.45454545454545453,0.041666666666666664,0.16666666666666666,0.125,0.25,0.28124999999999994,0.4524962356484096
24,0.88,0.9565217391304348,0.52,0.6190476190476191,0.28,0.4666666666666667,0.08,0.25,0.08,0.5,0.2,0.45454545454545453,0.04,0.16666666666666666,0.12,0.25,0.275,0.4579310182571052
25,0.8461538461538461,0.9565217391304348,0.5,0.6190476190476191,0.3076923076923077,0.5333333333333333,0.07692307692307693,0.25,0.07692307692307693,0.5,0.19230769230769232,0.45454545454545453,0.038461538461538464,0.16666666666666666,0.15384615384615385,0.3333333333333333,0.2740384615384615,0.47668101825710524
26,0.8148148148148148,0.9565217391304348,0.48148148148148145,0.6190476190476191,0.2962962962962963,0.5333333333333333,0.07407407407407407,0.25,0.1111111111111111,0.75,0.18518518518518517,0.45454545454545453,0.037037037037037035,0.16666666666666666,0.14814814814814814,0.3333333333333333,0.2685185185185185,0.5079310182571052
27,0.7857142857142857,0.9565217391304348,0.4642857142857143,0.6190476190476191,0.2857142857142857,0.5333333333333333,0.07142857142857142,0.25,0.10714285714285714,0.75,0.17857142857142858,0.45454545454545453,0.03571428571428571,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.25892857142857145,0.5079310182571052
28,0.7586206896551724,0.9565217391304348,0.4827586206896552,0.6666666666666666,0.27586206896551724,0.5333333333333333,0.06896551724137931,0.25,0.10344827586206896,0.75,0.1724137931034483,0.45454545454545453,0.034482758620689655,0.16666666666666666,0.13793103448275862,0.3333333333333333,0.2543103448275862,0.5138833992094861
29,0.7333333333333333,0.9565217391304348,0.5,0.7142857142857143,0.26666666666666666,0.5333333333333333,0.06666666666666667,0.25,0.1,0.75,0.2,0.5454545454545454,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.25833333333333336,0.5416160831921701
30,0.7096774193548387,0.9565217391304348,0.5161290322580645,0.7619047619047619,0.25806451612903225,0.5333333333333333,0.0967741935483871,0.375,0.0967741935483871,0.75,0.1935483870967742,0.5454545454545454,0.03225806451612903,0.16666666666666666,0.16129032258064516,0.4166666666666667,0.25806451612903225,0.5631934641445512
31,0.6875,0.9565217391304348,0.53125,0.8095238095238095,0.25,0.5333333333333333,0.09375,0.375,0.09375,0.75,0.1875,0.5454545454545454,0.03125,0.16666666666666666,0.15625,0.4166666666666667,0.25390625,0.5691458450969321
32,0.6666666666666666,0.9565217391304348,0.5151515151515151,0.8095238095238095,0.24242424242424243,0.5333333333333333,0.09090909090909091,0.375,0.09090909090909091,0.75,0.18181818181818182,0.5454545454545454,0.030303030303030304,0.16666666666666666,0.15151515151515152,0.4166666666666667,0.2462121212121212,0.5691458450969321
33,0.6470588235294118,0.9565217391304348,0.5,0.8095238095238095,0.23529411764705882,0.5333333333333333,0.08823529411764706,0.375,0.08823529411764706,0.75,0.17647058823529413,0.5454545454545454,0.029411764705882353,0.16666666666666666,0.14705882352941177,0.4166666666666667,0.23897058823529407,0.5691458450969321
34,0.6571428571428571,1.0,0.5142857142857142,0.8571428571428571,0.22857142857142856,0.5333333333333333,0.08571428571428572,0.375,0.08571428571428572,0.75,0.17142857142857143,0.5454545454545454,0.02857142857142857,0.16666666666666666,0.14285714285714285,0.4166666666666667,0.23928571428571424,0.5805330086580087
35,0.6388888888888888,1.0,0.5,0.8571428571428571,0.2222222222222222,0.5333333333333333,0.08333333333333333,0.375,0.08333333333333333,0.75,0.19444444444444445,0.6363636363636364,0.027777777777777776,0.16666666666666666,0.1388888888888889,0.4166666666666667,0.23611111111111108,0.5918966450216451
36,0.6216216216216216,1.0,0.4864864864864865,0.8571428571428571,0.21621621621621623,0.5333333333333333,0.08108108108108109,0.375,0.08108108108108109,0.75,0.1891891891891892,0.6363636363636364,0.02702702702702703,0.16666666666666666,0.13513513513513514,0.4166666666666667,0.22972972972972974,0.5918966450216451
37,0.6052631578947368,1.0,0.47368421052631576,0.8571428571428571,0.21052631578947367,0.5333333333333333,0.07894736842105263,0.375,0.07894736842105263,0.75,0.18421052631578946,0.6363636363636364,0.02631578947368421,0.16666666666666666,0.13157894736842105,0.4166666666666667,0.2236842105263158,0.5918966450216451
38,0.5897435897435898,1.0,0.46153846153846156,0.8571428571428571,0.20512820512820512,0.5333333333333333,0.07692307692307693,0.375,0.07692307692307693,0.75,0.1794871794871795,0.6363636363636364,0.05128205128205128,0.3333333333333333,0.1282051282051282,0.4166666666666667,0.22115384615384615,0.6127299783549783
39,0.575,1.0,0.45,0.8571428571428571,0.2,0.5333333333333333,0.075,0.375,0.075,0.75,0.2,0.7272727272727273,0.05,0.3333333333333333,0.125,0.4166666666666667,0.21874999999999997,0.6240936147186147
40,0.5609756097560976,1.0,0.43902439024390244,0.8571428571428571,0.1951219512195122,0.5333333333333333,0.07317073170731707,0.375,0.07317073170731707,0.75,0.1951219512195122,0.7272727272727273,0.04878048780487805,0.3333333333333333,0.12195121951219512,0.4166666666666667,0.2134146341463415,0.6240936147186147
41,0.5476190476190477,1.0,0.42857142857142855,0.8571428571428571,0.19047619047619047,0.5333333333333333,0.07142857142857142,0.375,0.07142857142857142,0.75,0.19047619047619047,0.7272727272727273,0.047619047619047616,0.3333333333333333,0.14285714285714285,0.5,0.2113095238095238,0.6345102813852813
42,0.5348837209302325,1.0,0.4186046511627907,0.8571428571428571,0.18604651162790697,0.5333333333333333,0.06976744186046512,0.375,0.06976744186046512,0.75,0.18604651162790697,0.7272727272727273,0.046511627906976744,0.3333333333333333,0.13953488372093023,0.5,0.20639534883720925,0.6345102813852813
43,0.5227272727272727,1.0,0.4090909090909091,0.8571428571428571,0.20454545454545456,0.6,0.06818181818181818,0.375,0.06818181818181818,0.75,0.20454545454545456,0.8181818181818182,0.045454545454545456,0.3333333333333333,0.13636363636363635,0.5,0.20738636363636365,0.6542072510822511
44,0.5111111111111111,1.0,0.4,0.8571428571428571,0.2,0.6,0.06666666666666667,0.375,0.06666666666666667,0.75,0.2,0.8181818181818182,0.044444444444444446,0.3333333333333333,0.13333333333333333,0.5,0.20277777777777778,0.6542072510822511
45,0.5,1.0,0.41304347826086957,0.9047619047619048,0.1956521739130435,0.6,0.06521739130434782,0.375,0.06521739130434782,0.75,0.1956521739130435,0.8181818181818182,0.043478260869565216,0.3333333333333333,0.13043478260869565,0.5,0.20108695652173914,0.660159632034632
46,0.48936170212765956,1.0,0.40425531914893614,0.9047619047619048,0.19148936170212766,0.6,0.06382978723404255,0.375,0.06382978723404255,0.75,0.19148936170212766,0.8181818181818182,0.0425531914893617,0.3333333333333333,0.1276595744680851,0.5,0.19680851063829785,0.660159632034632
47,0.4791666666666667,1.0,0.3958333333333333,0.9047619047619048,0.1875,0.6,0.0625,0.375,0.0625,0.75,0.1875,0.8181818181818182,0.041666666666666664,0.3333333333333333,0.125,0.5,0.19270833333333334,0.660159632034632
48,0.46938775510204084,1.0,0.3877551020408163,0.9047619047619048,0.1836734693877551,0.6,0.061224489795918366,0.375,0.061224489795918366,0.75,0.1836734693877551,0.8181818181818182,0.04081632653061224,0.3333333333333333,0.12244897959183673,0.5,0.18877551020408165,0.660159632034632
49,0.46,1.0,0.38,0.9047619047619048,0.18,0.6,0.06,0.375,0.06,0.75,0.18,0.8181818181818182,0.04,0.3333333333333333,0.12,0.5,0.185,0.660159632034632
50,0.45098039215686275,1.0,0.37254901960784315,0.9047619047619048,0.17647058823529413,0.6,0.058823529411764705,0.375,0.058823529411764705,0.75,0.17647058823529413,0.8181818181818182,0.0392156862745098,0.3333333333333333,0.11764705882352941,0.5,0.18137254901960786,0.660159632034632
51,0.4423076923076923,1.0,0.36538461538461536,0.9047619047619048,0.19230769230769232,0.6666666666666666,0.057692307692307696,0.375,0.057692307692307696,0.75,0.17307692307692307,0.8181818181818182,0.038461538461538464,0.3333333333333333,0.11538461538461539,0.5,0.18028846153846156,0.6684929653679653
52,0.4339622641509434,1.0,0.37735849056603776,0.9523809523809523,0.18867924528301888,0.6666666666666666,0.05660377358490566,0.375,0.05660377358490566,0.75,0.16981132075471697,0.8181818181818182,0.03773584905660377,0.3333333333333333,0.11320754716981132,0.5,0.1792452830188679,0.6744453463203463
53,0.42592592592592593,1.0,0.37037037037037035,0.9523809523809523,0.18518518518518517,0.6666666666666666,0.05555555555555555,0.375,0.05555555555555555,0.75,0.16666666666666666,0.8181818181818182,0.037037037037037035,0.3333333333333333,0.1111111111111111,0.5,0.17592592592592593,0.6744453463203463
54,0.41818181818181815,1.0,0.36363636363636365,0.9523809523809523,0.18181818181818182,0.6666666666666666,0.05454545454545454,0.375,0.05454545454545454,0.75,0.16363636363636364,0.8181818181818182,0.03636363636363636,0.3333333333333333,0.10909090909090909,0.5,0.1727272727272727,0.6744453463203463
55,0.4107142857142857,1.0,0.35714285714285715,0.9523809523809523,0.17857142857142858,0.6666666666666666,0.05357142857142857,0.375,0.05357142857142857,0.75,0.16071428571428573,0.8181818181818182,0.03571428571428571,0.3333333333333333,0.10714285714285714,0.5,0.16964285714285718,0.6744453463203463
56,0.40350877192982454,1.0,0.3508771929824561,0.9523809523809523,0.17543859649122806,0.6666666666666666,0.05263157894736842,0.375,0.05263157894736842,0.75,0.15789473684210525,0.8181818181818182,0.03508771929824561,0.3333333333333333,0.10526315789473684,0.5,0.16666666666666663,0.6744453463203463
57,0.39655172413793105,1.0,0.3448275862068966,0.9523809523809523,0.1724137931034483,0.6666666666666666,0.05172413793103448,0.375,0.05172413793103448,0.75,0.15517241379310345,0.8181818181818182,0.034482758620689655,0.3333333333333333,0.10344827586206896,0.5,0.16379310344827588,0.6744453463203463
58,0.3898305084745763,1.0,0.3389830508474576,0.9523809523809523,0.1694915254237288,0.6666666666666666,0.05084745762711865,0.375,0.05084745762711865,0.75,0.15254237288135594,0.8181818181818182,0.03389830508474576,0.3333333333333333,0.1016949152542373,0.5,0.16101694915254236,0.6744453463203463
59,0.38333333333333336,1.0,0.3333333333333333,0.9523809523809523,0.16666666666666666,0.6666666666666666,0.05,0.375,0.05,0.75,0.15,0.8181818181818182,0.03333333333333333,0.3333333333333333,0.1,0.5,0.15833333333333335,0.6744453463203463
60,0.3770491803278688,1.0,0.32786885245901637,0.9523809523809523,0.16393442622950818,0.6666666666666666,0.04918032786885246,0.375,0.04918032786885246,0.75,0.14754098360655737,0.8181818181818182,0.03278688524590164,0.3333333333333333,0.11475409836065574,0.5833333333333334,0.15778688524590162,0.6848620129870129
61,0.3709677419354839,1.0,0.3225806451612903,0.9523809523809523,0.16129032258064516,0.6666666666666666,0.04838709677419355,0.375,0.04838709677419355,0.75,0.14516129032258066,0.8181818181818182,0.03225806451612903,0.3333333333333333,0.11290322580645161,0.5833333333333334,0.15524193548387094,0.6848620129870129
62,0.36507936507936506,1.0,0.31746031746031744,0.9523809523809523,0.15873015873015872,0.6666666666666666,0.047619047619047616,0.375,0.047619047619047616,0.75,0.14285714285714285,0.8181818181818182,0.047619047619047616,0.5,0.1111111111111111,0.5833333333333334,0.15476190476190477,0.7056953463203463
63,0.359375,1.0,0.3125,0.9523809523809523,0.15625,0.6666666666666666,0.046875,0.375,0.046875,0.75,0.140625,0.8181818181818182,0.046875,0.5,0.109375,0.5833333333333334,0.15234375,0.7056953463203463
64,0.35384615384615387,1.0,0.3076923076923077,0.9523809523809523,0.15384615384615385,0.6666666666666666,0.046153846153846156,0.375,0.046153846153846156,0.75,0.13846153846153847,0.8181818181818182,0.046153846153846156,0.5,0.1076923076923077,0.5833333333333334,0.15000000000000002,0.7056953463203463
65,0.3484848484848485,1.0,0.30303030303030304,0.9523809523809523,0.15151515151515152,0.6666666666666666,0.045454545454545456,0.375,0.045454545454545456,0.75,0.13636363636363635,0.8181818181818182,0.045454545454545456,0.5,0.10606060606060606,0.5833333333333334,0.1477272727272727,0.7056953463203463
66,0.34328358208955223,1.0,0.29850746268656714,0.9523809523809523,0.14925373134328357,0.6666666666666666,0.04477611940298507,0.375,0.04477611940298507,0.75,0.13432835820895522,0.8181818181818182,0.04477611940298507,0.5,0.1044776119402985,0.5833333333333334,0.1455223880597015,0.7056953463203463
67,0.3382352941176471,1.0,0.29411764705882354,0.9523809523809523,0.14705882352941177,0.6666666666666666,0.04411764705882353,0.375,0.04411764705882353,0.75,0.1323529411764706,0.8181818181818182,0.04411764705882353,0.5,0.10294117647058823,0.5833333333333334,0.14338235294117646,0.7056953463203463
68,0.3333333333333333,1.0,0.2898550724637681,0.9523809523809523,0.14492753623188406,0.6666666666666666,0.043478260869565216,0.375,0.043478260869565216,0.75,0.13043478260869565,0.8181818181818182,0.043478260869565216,0.5,0.10144927536231885,0.5833333333333334,0.14130434782608695,0.7056953463203463
69,0.32857142857142857,1.0,0.3,1.0,0.14285714285714285,0.6666666666666666,0.04285714285714286,0.375,0.04285714285714286,0.75,0.12857142857142856,0.8181818181818182,0.04285714285714286,0.5,0.1,0.5833333333333334,0.14107142857142857,0.7116477272727272
70,0.323943661971831,1.0,0.29577464788732394,1.0,0.14084507042253522,0.6666666666666666,0.04225352112676056,0.375,0.04225352112676056,0.75,0.1267605633802817,0.8181818181818182,0.04225352112676056,0.5,0.09859154929577464,0.5833333333333334,0.13908450704225353,0.7116477272727272
71,0.3194444444444444,1.0,0.2916666666666667,1.0,0.1388888888888889,0.6666666666666666,0.041666666666666664,0.375,0.041666666666666664,0.75,0.125,0.8181818181818182,0.041666666666666664,0.5,0.09722222222222222,0.5833333333333334,0.13715277777777776,0.7116477272727272
72,0.3150684931506849,1.0,0.2876712328767123,1.0,0.136986301369863,0.6666666666666666,0.0410958904109589,0.375,0.0410958904109589,0.75,0.1232876712328767,0.8181818181818182,0.0410958904109589,0.5,0.0958904109589041,0.5833333333333334,0.1352739726027397,0.7116477272727272
73,0.3108108108108108,1.0,0.28378378378378377,1.0,0.13513513513513514,0.6666666666666666,0.04054054054054054,0.375,0.04054054054054054,0.75,0.12162162162162163,0.8181818181818182,0.04054054054054054,0.5,0.0945945945945946,0.5833333333333334,0.13344594594594594,0.7116477272727272
74,0.30666666666666664,1.0,0.28,1.0,0.13333333333333333,0.6666666666666666,0.04,0.375,0.04,0.75,0.12,0.8181818181818182,0.04,0.5,0.09333333333333334,0.5833333333333334,0.13166666666666668,0.7116477272727272
75,0.3026315789473684,1.0,0.27631578947368424,1.0,0.13157894736842105,0.6666666666666666,0.039473684210526314,0.375,0.039473684210526314,0.75,0.11842105263157894,0.8181818181818182,0.039473684210526314,0.5,0.09210526315789473,0.5833333333333334,0.1299342105263158,0.7116477272727272
76,0.2987012987012987,1.0,0.2727272727272727,1.0,0.12987012987012986,0.6666666666666666,0.03896103896103896,0.375,0.03896103896103896,0.75,0.11688311688311688,0.8181818181818182,0.03896103896103896,0.5,0.09090909090909091,0.5833333333333334,0.12824675324675325,0.7116477272727272
77,0.2948717948717949,1.0,0.2692307692307692,1.0,0.1282051282051282,0.6666666666666666,0.038461538461538464,0.375,0.038461538461538464,0.75,0.11538461538461539,0.8181818181818182,0.038461538461538464,0.5,0.08974358974358974,0.5833333333333334,0.1266025641025641,0.7116477272727272
78,0.2911392405063291,1.0,0.26582278481012656,1.0,0.12658227848101267,0.6666666666666666,0.0379746835443038,0.375,0.0379746835443038,0.75,0.11392405063291139,0.8181818181818182,0.0379746835443038,0.5,0.08860759493670886,0.5833333333333334,0.125,0.7116477272727272
79,0.2875,1.0,0.2625,1.0,0.125,0.6666666666666666,0.0375,0.375,0.0375,0.75,0.1125,0.8181818181818182,0.0375,0.5,0.0875,0.5833333333333334,0.1234375,0.7116477272727272
80,0.2839506172839506,1.0,0.25925925925925924,1.0,0.12345679012345678,0.6666666666666666,0.037037037037037035,0.375,0.037037037037037035,0.75,0.1111111111111111,0.8181818181818182,0.037037037037037035,0.5,0.08641975308641975,0.5833333333333334,0.12191358024691357,0.7116477272727272
81,0.2804878048780488,1.0,0.25609756097560976,1.0,0.12195121951219512,0.6666666666666666,0.036585365853658534,0.375,0.036585365853658534,0.75,0.10975609756097561,0.8181818181818182,0.036585365853658534,0.5,0.08536585365853659,0.5833333333333334,0.12042682926829269,0.7116477272727272
82,0.27710843373493976,1.0,0.25301204819277107,1.0,0.12048192771084337,0.6666666666666666,0.03614457831325301,0.375,0.03614457831325301,0.75,0.10843373493975904,0.8181818181818182,0.03614457831325301,0.5,0.08433734939759036,0.5833333333333334,0.11897590361445781,0.7116477272727272
83,0.27380952380952384,1.0,0.25,1.0,0.11904761904761904,0.6666666666666666,0.03571428571428571,0.375,0.03571428571428571,0.75,0.10714285714285714,0.8181818181818182,0.03571428571428571,0.5,0.09523809523809523,0.6666666666666666,0.11904761904761904,0.7220643939393939
84,0.27058823529411763,1.0,0.24705882352941178,1.0,0.11764705882352941,0.6666666666666666,0.03529411764705882,0.375,0.03529411764705882,0.75,0.10588235294117647,0.8181818181818182,0.03529411764705882,0.5,0.09411764705882353,0.6666666666666666,0.1176470588235294,0.7220643939393939
85,0.26744186046511625,1.0,0.2441860465116279,1.0,0.11627906976744186,0.6666666666666666,0.03488372093023256,0.375,0.03488372093023256,0.75,0.10465116279069768,0.8181818181818182,0.03488372093023256,0.5,0.09302325581395349,0.6666666666666666,0.11627906976744184,0.7220643939393939
86,0.26436781609195403,1.0,0.2413793103448276,1.0,0.11494252873563218,0.6666666666666666,0.034482758620689655,0.375,0.034482758620689655,0.75,0.10344827586206896,0.8181818181818182,0.034482758620689655,0.5,0.09195402298850575,0.6666666666666666,0.11494252873563217,0.7220643939393939
87,0.26136363636363635,1.0,0.23863636363636365,1.0,0.11363636363636363,0.6666666666666666,0.03409090909090909,0.375,0.03409090909090909,0.75,0.10227272727272728,0.8181818181818182,0.03409090909090909,0.5,0.09090909090909091,0.6666666666666666,0.11363636363636363,0.7220643939393939
88,0.25842696629213485,1.0,0.23595505617977527,1.0,0.11235955056179775,0.6666666666666666,0.033707865168539325,0.375,0.033707865168539325,0.75,0.10112359550561797,0.8181818181818182,0.033707865168539325,0.5,0.0898876404494382,0.6666666666666666,0.11235955056179774,0.7220643939393939
89,0.25555555555555554,1.0,0.23333333333333334,1.0,0.1111111111111111,0.6666666666666666,0.03333333333333333,0.375,0.03333333333333333,0.75,0.1,0.8181818181818182,0.03333333333333333,0.5,0.08888888888888889,0.6666666666666666,0.1111111111111111,0.7220643939393939
90,0.25274725274725274,1.0,0.23076923076923078,1.0,0.10989010989010989,0.6666666666666666,0.03296703296703297,0.375,0.03296703296703297,0.75,0.0989010989010989,0.8181818181818182,0.03296703296703297,0.5,0.08791208791208792,0.6666666666666666,0.10989010989010989,0.7220643939393939
91,0.25,1.0,0.22826086956521738,1.0,0.10869565217391304,0.6666666666666666,0.03260869565217391,0.375,0.03260869565217391,0.75,0.09782608695652174,0.8181818181818182,0.03260869565217391,0.5,0.08695652173913043,0.6666666666666666,0.10869565217391305,0.7220643939393939
92,0.24731182795698925,1.0,0.22580645161290322,1.0,0.10752688172043011,0.6666666666666666,0.03225806451612903,0.375,0.03225806451612903,0.75,0.0967741935483871,0.8181818181818182,0.03225806451612903,0.5,0.08602150537634409,0.6666666666666666,0.10752688172043011,0.7220643939393939
93,0.24468085106382978,1.0,0.22340425531914893,1.0,0.10638297872340426,0.6666666666666666,0.031914893617021274,0.375,0.031914893617021274,0.75,0.09574468085106383,0.8181818181818182,0.031914893617021274,0.5,0.0851063829787234,0.6666666666666666,0.10638297872340426,0.7220643939393939
94,0.24210526315789474,1.0,0.22105263157894736,1.0,0.10526315789473684,0.6666666666666666,0.031578947368421054,0.375,0.031578947368421054,0.75,0.10526315789473684,0.9090909090909091,0.031578947368421054,0.5,0.08421052631578947,0.6666666666666666,0.10657894736842105,0.7334280303030303
95,0.23958333333333334,1.0,0.21875,1.0,0.10416666666666667,0.6666666666666666,0.03125,0.375,0.03125,0.75,0.10416666666666667,0.9090909090909091,0.03125,0.5,0.08333333333333333,0.6666666666666666,0.10546875,0.7334280303030303
96,0.23711340206185566,1.0,0.21649484536082475,1.0,0.10309278350515463,0.6666666666666666,0.030927835051546393,0.375,0.030927835051546393,0.75,0.10309278350515463,0.9090909090909091,0.030927835051546393,0.5,0.08247422680412371,0.6666666666666666,0.10438144329896908,0.7334280303030303
97,0.23469387755102042,1.0,0.21428571428571427,1.0,0.10204081632653061,0.6666666666666666,0.030612244897959183,0.375,0.030612244897959183,0.75,0.10204081632653061,0.9090909090909091,0.030612244897959183,0.5,0.08163265306122448,0.6666666666666666,0.10331632653061225,0.7334280303030303
98,0.23232323232323232,1.0,0.21212121212121213,1.0,0.10101010101010101,0.6666666666666666,0.030303030303030304,0.375,0.030303030303030304,0.75,0.10101010101010101,0.9090909090909091,0.030303030303030304,0.5,0.08080808080808081,0.6666666666666666,0.10227272727272725,0.7334280303030303
99,0.23,1.0,0.21,1.0,0.1,0.6666666666666666,0.03,0.375,0.03,0.75,0.1,0.9090909090909091,0.03,0.5,0.09,0.75,0.10250000000000001,0.7438446969696969
